Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Spore (Mac/PC DVD),29.98,0.0,1,4.2,583,402,81,11,11,75,0,7,0,5,9,2008,0,0,0,1,0,"Take complete control of your creature's fate as you guide it through the following six evolutionary phases:
Tidepool phase: Fight with other creatures and consume them to adjust the form and abilities of your creature. It's survival of the fittest at the most microscopic level
Creature phase: Venture onto dry land and help your creature learn and evolve with forays away from your safe haven. Carnivore or Herbivore? Social or Independent? The choice is yours
Tribal phase: Instead of controlling an individual creature, you are now caring for an entire tribe of your genetic craftwork. Give them tools and guide their interactions as you slowly upgrade their state of existence
City phase: Bring your creatures' race into a new golden era by building up the technology, architecture, and infrastructure of their city
Civilization phase: Once your city is established, your creatures begin seeking out and interacting with other cultures. You can have them do so with an olive branch or a war cry either way, the goal for your creatures is to unify the planet
Space phase: The time has come to move on to other worlds in your solar system. Make first-contact, colonize, or terraform, then venture further to find other solar systems scattered throughout a magnificently rendered galaxy. A 'mission' structure provides new goals and paths to follow as you begin to spread through the universe",7,228
Rome Total War Complete Edition (PC DVD),15.54,4.45,1,4.3,47,31,5,5,2,2,14,4,0,7,12,2016,0,0,2,1,0,Rome Total War Complete Edition,1,5
The Evil Within 2 - PC,14.3,25.69,1,4.4,133,86,26,11,3,3,12,1,0,0,0,0,4,0,4,1,0,"Story of Redemption: Return to the nightmare to win back your life and your daughter
Discover Horrifying Domains : Explore as far or quickly as you dare, but prepare wisely
Face Disturbing Enemies : Survive encounters with sadistic enemies and twisted creatures
Choose How to Survive : Attack from the shadows, run like hell, or go in guns blazing with very limited ammo
Visceral Horror and Suspense: Enter a world filled with anxiety-inducing thrills and disturbing moments",5,77
Dragon Ball Z: Kakarot Season Pass - PC [Online Game Code],24.99,0.0,1,4.1,5,1,2,1,0,0,19,1,0,16,1,2020,4,3,0,1,0,Season Pass includes 2 Original Story Episodes + 1 New Story Arc,1,12
Slender: The Arrival [Online Game Code],9.99,0.0,0,3.5,24,9,4,2,2,5,112,1,0,13,11,2013,1,1,0,1,0,"Oculus Rift Support
Full Controller Support
Achievements
Leaderboards
Cloud Saves",5,10
Wolfenstein: Cyberpilot - Standard Edition [Online Game Code],19.99,0.0,0,1.8,8,1,0,0,1,5,12,1,0,26,7,2019,5,0,0,1,0,"Wolfenstein: Cyberpilot brings virtual reality to the revolution against the Nazis.
Paris. 1980. You’re the best hacker in town. Your mission: aid the French resistance by taking control of powerful Nazi war machines. Ram, gun down, and burn your way through the City of Love, leaving dead Nazis in your wake.
Saddle up, Cyberpilot, you’re one of us now.",3,59
Doom BFG - Winidows,19.88,0.0,0,3.8,68,34,12,3,4,12,12,1,0,0,0,0,8,2,2,1,0,"The collection includes DOOM, DOOM 2, DOOM 3, and DOOM
Now, in an epic clash against pure evil you must fight to understand who is with you, who is against you
DOOM 3 BFG Edition will also include the original DOOM and DOOM II games",3,45
Tom Clancy’s Ghost Recon Breakpoint Standard - PC [Online Game Code],59.99,0.0,1,4.7,5,3,1,0,0,0,1,1,3,28,10,2020,6,3,0,1,0,"Tailor your experience to fit your playstyle.
Solo, as the leader of up 3 fully customizable AI teammates.
Play in co-op PvE with up to 3 friends.
Upgrade to the Deluxe Edition, Gold Edition, or Ultimate Edition to get the most out of your experience.",4,45
Battlefield 1 [Online Game Code],19.99,0.0,1,4.2,228,145,31,22,6,20,0,1,0,21,10,2016,5,0,0,1,0,"Epic 64-Player Multiplayer Battles - Squad up with your friends and join in the most epic multiplayer battles in FPS history with up to 64 players.
Experience the Dawn of All-out War - Be a part of the greatest battles ever known to man.
No Battle is Ever the Same - Dynamic weather and intuitive destruction create an ever-changing landscape.
Push the Frontline in Operations - Take part in a series of inter-connected multiplayer battles spread across multiple maps in the new Operations.",4,83
Farming Simulator 22 - PC,48.0,0.0,0,3.9,36,21,4,2,0,7,104,7,0,0,0,0,5,0,2,1,0,"400+ machines, new categories, 100+ agricultural brands family-friendly, relaxed multiplayer mode for 1-16 players New crops & machinery: grapes, olives and sorghum
seasonal cycles add new gameplay mechanics production Chains add new economic Layer two brand-new maps + updated Alpine map
vastly improved customization performance Boost on all systems latest Technology: DirectX 12, taa, amd fidelityfx Super resolution etc
More than 400 machines and tools from over 100 real agricultural brands like John Deere, claas, case IH, new Holland, Fendt, Massey Ferguson, valtra and many more are included to sow and harvest crops like wheat, corn, potatoes and cotton
Includes: claas xerion saddle trac Pack (DLC): - claas xerion 4200 saddle trac - kaweco xerion saddle trac tanker - kaweco xerion saddle trac semi-trailed tanker - kaweco opti-ject 800 - kaweco front-unit",5,132
Stray Souls: Dollhouse Story Collector’s Edition [Download],11.99,0.0,1,4.2,7,3,1,2,0,0,16,6,0,17,8,2017,2,2,0,1,0,"12 main chapters
Bonus prequel chapter
50 game locations
20 hidden object scenes
Unlockable bonus content",5,16
Mortal Kombat Arcade Kollection [Download],9.99,0.0,0,3.7,181,95,18,16,3,45,112,1,0,1,2,2012,2,2,0,1,0,"Key differences: leaderboards, online matches as well as Achievement and Trophy support.",1,12
Seduce Me [Download],16.99,0.0,0,3.4,21,8,1,3,4,3,112,4,0,16,12,2012,0,0,0,1,0,"Erotic cut scenes
Lavishly painted event images
Five mini games based on real world card games
Four seduce-able characters and ten supporting characters
Explorable Mediterranean mansion",5,26
Royal Envoy Double Pack [Download],6.99,0.0,0,3.9,22,11,3,2,1,2,90,15,0,23,9,2014,1,1,0,1,0,"Unique blend of time management and strategy
Great variety of homes and buildings to construct
Captivating storyline with charming and whimsical characters
Be the Hero the Kingdom seeks!",4,28
Just Cause 4: Complete Edition - PC Steam [Online Game Code],69.99,0.0,1,4.0,6,3,1,0,0,0,3,1,0,7,11,2019,9,9,0,1,0,Complete Edition is game and all DLC.,1,7
Boundless [Online Game Code],39.99,0.0,1,4.3,4,3,0,0,0,0,3,3,0,11,9,2018,6,5,0,1,0,"Colonise planets by yourself or join a settlement with others and grow your beacon into the capital of the world with the Prestige system
Craft hundreds of items including, building blocks, tools, weapons, food and many more
Spend your hard earned skill points in the Skill Tree and tailor your character to how you want to play the game
Complete Objectives, Feats and events to earn rewards and Experience Points to level up your character
Build and maintain a Portal between worlds for you and others to use",5,88
Saints Row: Gat out of Hell [Online Game Code],14.99,0.0,0,3.1,13,2,1,5,0,2,24,1,0,20,1,2015,1,3,0,1,0,"Join Johnny Gat & Kinzie Kensington as you tear apart Hell in a quest to save the Boss' soul. Historical icons, old friends, older enemies, a talking gun, a full length musical number & a whole lot more shenanigans await!
Play as Johnny Gat or Kinzie Kensington - For the first time ever, play as the fan favorites Johnny Gat and Kinzie Kensington, alone or in 2-player online co-op.
An Open World from Hell - Wage war against the Prince of Darkness through-out the 5 unique districts of hell any way you want: rescue allies, pick a fight with nightmarish Arch-Dukes, rob Satan's soul processing plants... dozens of options await you in an all new city unlike any that's been seen in Saints Row before.
New Supernatural Powers - The acclaimed super powers of Saints Row 4 are back with a hellish twist - Soar through the air on fallen angel's wings, summon devilish imps to attack your foes, and surround yourself in a divine aura that forces all to worship you.
Outrageous Weapons - Put the 7 deadly sins to good use with an arsenal of underworld themed arms: fire exploding frogs at enemies, shoot swarms of locusts, and even deal destruction from afterlife's most comfortable (and lethal) armchair. Kill Dex - We promise you can do it this time. Pinky swear.",5,223
Super Street Fighter IV Arcade Edition - PC,26.99,0.0,1,4.5,189,149,17,9,5,7,80,1,0,0,0,0,1,1,4,1,0,"New Playable Characters: Four new challengers enter the ring: Yun, Yang, Oni andEvil Ryu.
Updated Character Balancing: Features all new character balancing, further refininggameplay.
Replay Follower: Be able to follow up to 5 separate player replays making it easier tofind your favorite players’ latest replay.
My Channel Advanced: Allows players to distribute their replay data to up to 50 players.
All playable SSFIV characters will be unlocked out of the box, including Yun & Yang,Oni, and Evil Ryu.",5,78
Titanfall - PC,9.99,10.0,1,4.2,451,279,58,63,13,40,0,1,0,0,0,0,14,0,2,1,0,"Fast-Paced Future Warfare - In Titanfall the advanced warfare of tomorrow gives you the freedom to fight your way as both elite assault Pilot and agile, heavily armored 24' tall Titans.Titanfall rethinks fundamental combat and movement giving players the ability to change tactics on the fly, attacking or escaping depending on the situation.
The Future of Online Multiplayer Action - The game is entirely multiplayer, in a new experience that combines fast-paced online action with the heroic set piece moments traditionally found in campaign mode. The intersection of the two is a big part of what givesTitanfall its iconic identity.
The Visionaries that Defined Gaming for a Generation are back! - Founded in 2010, Respawn Entertainment was formed by Vince Zampella and Jason West, former co-founders of Infinity Ward and two of the co-creators of the multi-billion dollar franchise Call of Duty They are building on their pedigree and taking a new approach to game design and creating an all new universe with Titanfall
Requires Xbox Live Gold (sold separately)",4,170
Minecraft Dungeons Standard - PC [Online Game Code],19.99,0.0,1,4.3,211,137,29,25,2,14,11,1,1,25,5,2020,5,0,0,1,0,"Fight your way through an all-new action-adventure game, inspired by classic dungeon crawlers and set in the Minecraft universe!
Play with up to four friends or brave the dungeons alone. Battle new-and-nasty mobs across action-packed, wildly varied levels, in a quest to defeat the evil Arch-Illager!",2,46
Nancy Drew Dossier: Resorting to Danger [Download],6.99,0.0,0,3.9,49,28,5,3,6,5,10,5,0,27,1,2010,1,1,0,0,1,"Six Different Endings.
Exciting Mini-Games In Arcade Mode.
Decode Cryptic Notes And Defuse Bombs.
Navigate Through A Garden Hedge Maze.",4,20
Kane and Lynch 2: Dog Days [Online Game Code],9.99,0.0,0,3.8,33,12,7,6,2,2,3,1,3,17,8,2010,2,2,0,1,0,"Raw, Real & Uncut - Kane & Lynch 2: Dog Days introduces a unique, unseen visual style to video games. Taking visual references from documentary filmmaking and the user-generated era, Kane & Lynch 2 delivers a sense of intense realism never before experienced.
Play as Lynch - Play as Lynch and follow his story. He is living a comfortable life in Shanghai, he’s making money and is about to make a fat deal where the pay is beyond his wildest dreams and nothing is going to get in his way.
Down Not Dead - Adding further intensity to the brutal gameplay, players will have a second chance at taking out their enemies; Choose between continuing the gunfight from the ground or try to escape by crawling towards cover.
Online Co-op - Play as Kane and Lynch
Fragile Alliance - The highly celebrated multiplayer experience returns with a collection of new and improved modes.",5,153
The Last Dream Collector's Edition [Download],19.9,0.0,1,5.0,1,1,0,0,0,0,7,6,0,27,10,2016,6,5,0,1,0,"Dive into a dream-like Hidden-Object game full of unique ideas
Enjoy live-action cutscenes that feel like an interactive movie
Solve intricate puzzles and uncover a heartbreaking story
Meet a fluffy feline who will help you in your adventure
Bonus chapter with tons of additional puzzles and Hidden Object scenes, special collectibles and achievements",5,53
The Sims 4 : Cottage Living - PC [Online Game Code],39.99,0.0,1,4.8,224,194,17,6,2,2,0,2,2,22,7,2021,5,0,0,1,0,"RAISE OR BEFRIEND ANIMALS - The cottage cow provides fresh (flavored!) milk for everyone while chickens lay eggs in the coop.
LIVE OFF THE LAND - Make cooking and gardening fun for the whole family.
EMBRACE VILLAGE LIFE - Henford-on-Bagley is a cozy village where everyone knows everyone.
GNOME ON THE GO – Purchase before September 2, 2021 to get the “Gnome on the Go” bonus items.",4,67
Icewind Dale 2 - PC,13.99,0.0,1,4.3,105,73,9,12,4,5,9,1,8,0,0,0,3,1,1,1,0,"A grave new threat has arisen to threaten the settlements around Icewind Dale. Hideous creatures have gathered into a single army and are on the march. The call goes out for volunteers to face them, and you have responded!
Set off on an expedition into the Spine Of The World mountain range with your allies & equipment, for an all-new adventure in the Realms
All kinds of new races with all-new abilities to aid you in your quest
Explore frozen tundra and the vast mountain range nearby and unravel its many mysteries as you fight evil creatures
Pick up magical items to bolster your strength, and use experience to gain new skills",5,112
